text,author
"Besides, he would miss the sham bull-fight for which the trumpet was already sounding, to say nothing of the puppet-show and the other wonderful things.",Oscar Wilde
"For this time I will leave you: Tomorrow, if you please to speak with me, I will come home to you; or, if you will, Come home to me, and I will wait for you.",William Shakespeare
"That’s as much as to say they are fools that marry; you’ll bear me a bang for that, I fear.",William Shakespeare
Y. M. A. H.  III.,Lewis Caroll
Know I these men that come along with you?,William Shakespeare
"Indeed he is almost as good as the puppets, only of course not quite so natural.’  And she fluttered her big fan, and applauded.",Oscar Wilde
"One pigtail scoops up a pile of copper money, another a chinaware soup-bowl, and only a little mound of accusing cowries remains on the white matting that covers the table.",Rudyard Kipling
He must receive this before he learns of the reward-placard before he rises in the morning lest he lose his head and fly the place penniless”.,Mark_Twain
[Exit.],William Shakespeare
"And after that they had unrobed him, he looked at them and said, ‘What are the flowers that stand on the altar, and whence do they come?’  And they answered him, ‘What flowers they are we cannot tell, but they come from the corner of the Fullers’ Field.’  And the Priest trembled, and returned to his own house and prayed.",Oscar Wilde
"Plague was written upon her forehead, and a crowd of lean vultures wheeled round her.",Oscar Wilde
"You are dull, Casca; and those sparks of life That should be in a Roman you do want, Or else you use not.",William Shakespeare
"It is true there is a sort of morose, detracting, ill-bred people who pretend utterly to disrelish these polite innovations.",Jonathan Swift
"""There we agree.",Charles Dickens
He don't give a damn”.,Mark_Twain
"In front of him, at a table covered with books and pamphlets and papers, toils a secretary.",Rudyard Kipling
"We can see that much, anyway”.",Mark_Twain
He is haunted by the ghosts of all the cant of all the political platforms of Great Britain.,Rudyard Kipling
"To this system of religion were tagged several subaltern doctrines, which were entertained with great vogue; as particularly the faculties of the mind were deduced by the learned among them in this manner: embroidery was sheer wit, gold fringe was agreeable conversation, gold lace was repartee, a huge long periwig was humour, and a coat full of powder was very good raillery.",Jonathan Swift
"That night no, 12th, for it was a little past midnight I tracked him to his room, which was four doors from mine in the same hall; then I went back and put on my muddy day-laborer disguise, darkened my complexion, and sat down in my room in the gloom, with a gripsack handy, with a change in it, and my door ajar.",Mark_Twain
"One begins thus: “For a man to set up for a writer when the press swarms with,” &c.  Another: “The tax upon paper does not lessen the number of scribblers who daily pester,” &c.  Another: “When every little would-be wit takes pen in hand, ’tis in vain to enter the lists,” &c.  Another: “To observe what trash the press swarms with,” &c.  Another: “Sir, it is merely in obedience to your commands that I venture into the public, for who upon a less consideration would be of a party with such a rabble of scribblers,” &c.  Now, I have two words in my own defence against this objection.",Jonathan Swift
"""Fair?""",Lewis Caroll
O insupportable and touching loss!,William Shakespeare
Mrs. D   is a lady with a story.,Rudyard Kipling
"The collector and the notary, who were both married men, accused the Judge, who was a bachelor, of having started the subject.",Robert Louis Stevenson
And now the little boys in the streets began to salute him with several names.,Jonathan Swift
"If it were not for a rainy day, a drunken vigil, a fit of the spleen, a course of physic, a sleepy Sunday, an ill run at dice, a long tailor’s bill, a beggar’s purse, a factious head, a hot sun, costive diet, want of books, and a just contempt of learning,—but for these events, I say, and some others too long to recite (especially a prudent neglect of taking brimstone inwardly), I doubt the number of authors and of writings would dwindle away to a degree most woeful to behold.",Jonathan Swift
This is beautiful.,Rudyard Kipling
"""'To be sold by Auction,'"" read the host of the Nutmeg Grater, ""'unless previously disposed of by private contract.'""",Charles Dickens
"The others all get ""18"" in various ways.",Lewis Caroll
here was a humiliation.,Robert Louis Stevenson
"I walked on without trembling, and drawing the heavy curtain aside I entered in.",Oscar Wilde
"Grace presided; but so discreetly stationed herself, as to cut off her sister and Alfred from the rest of the company.",Charles Dickens
"For an instant, even the grim, professional gravity of the Police is relaxed in the presence of the Dainty Iniquity with the gems, who so prettily invites every one to be seated, and proffers such refreshments as she conceives the palates of the barbarians would prefer.",Rudyard Kipling
"A third invention was the erecting of a whispering-office for the public good and ease of all such as are hypochondriacal or troubled with the cholic, as likewise of all eavesdroppers, physicians, midwives, small politicians, friends fallen out, repeating poets, lovers happy or in despair, bawds, privy-counsellors, pages, parasites and buffoons, in short, of all such as are in danger of bursting with too much wind.",Jonathan Swift
"I will tempt him now with good, and it may be that he will come with me.’  So he spake to the young Fisherman and said, ‘I have told thee of the joy of the world, and thou hast turned a deaf ear to me.",Oscar Wilde
"Some to Decius’ house, and some to Casca’s, some to Ligarius’.",William Shakespeare
“German barque”.,Rudyard Kipling
"I am my dear Emmas sincere freind  E. L.     LETTER the NINTH Mrs MARLOWE to Miss LUTTERELL   Grosvenor Street, April 10th  Need I say my dear Eloisa how wellcome your letter was to me I cannot give a greater proof of the pleasure I received from it, or of the Desire I feel that our Correspondence may be regular and frequent than by setting you so good an example as I now do in answering it before the end of the week—.",Jane Austen
"They’re wise and honourable, And will, no doubt, with reasons answer you.",William Shakespeare
"What, Pindarus!",William Shakespeare
"It was wonderful, the impression which the sound of that name made on the sheriff, notwithstanding he must have come posted.",Mark_Twain
Yet they lit up her face; lit it with a fell light of their own; lit it with vague fires of hell.,Mark_Twain
"There was a very elegant young gentleman in a black coat, with a smattering of English, who led the talk at once to the Oxford and Cambridge Boat Race.",Robert Louis Stevenson
